wikidata_scientist,wikidata_scientistWikipediaLink,wikidata_doctoralStudent,wikidata_doctoralStudentWikipediaLink,wikidata_fk,dbpedia_scientist,dbpedia_scientistLink,dbpedia_doctoralStudent,dbpedia_doctoralStudentLink,dbpedia_fk
http://www.wikidata.org/entity/Q544659,/wiki/Edward_Leamington_Nichols,http://www.wikidata.org/entity/Q994702,/wiki/Ernest_Fox_Nichols,/wiki/Edward_Leamington_Nichols/wiki/Ernest_Fox_Nichols,http://dbpedia.org/resource/Edward_Leamington_Nichols,/wiki/Edward_Leamington_Nichols,http://dbpedia.org/resource/Ernest_Fox_Nichols,/wiki/Ernest_Fox_Nichols,/wiki/Edward_Leamington_Nichols/wiki/Ernest_Fox_Nichols
http://www.wikidata.org/entity/Q6191452,/wiki/Li_Jianshu,http://www.wikidata.org/entity/Q76310945,/wiki/Sun_Binyong,/wiki/Li_Jianshu/wiki/Sun_Binyong,http://dbpedia.org/resource/Li_Jianshu,/wiki/Li_Jianshu,http://dbpedia.org/resource/Sun_Binyong,/wiki/Sun_Binyong,/wiki/Li_Jianshu/wiki/Sun_Binyong
http://www.wikidata.org/entity/Q184571,/wiki/Polykarp_Kusch,http://www.wikidata.org/entity/Q1373068,/wiki/Eugene_D._Commins,/wiki/Polykarp_Kusch/wiki/Eugene_D._Commins,http://dbpedia.org/resource/Polykarp_Kusch,/wiki/Polykarp_Kusch,http://dbpedia.org/resource/Eugene_D._Commins,/wiki/Eugene_D._Commins,/wiki/Polykarp_Kusch/wiki/Eugene_D._Commins
http://www.wikidata.org/entity/Q330060,/wiki/Abraham_H._Taub,http://www.wikidata.org/entity/Q1384851,/wiki/Gene_H._Golub,/wiki/Abraham_H._Taub/wiki/Gene_H._Golub,http://dbpedia.org/resource/Abraham_H._Taub,/wiki/Abraham_H._Taub,http://dbpedia.org/resource/Gene_H._Golub,/wiki/Gene_H._Golub,/wiki/Abraham_H._Taub/wiki/Gene_H._Golub
http://www.wikidata.org/entity/Q370944,/wiki/Henryk_Iwaniec,http://www.wikidata.org/entity/Q5653809,/wiki/Harald_Helfgott,/wiki/Henryk_Iwaniec/wiki/Harald_Helfgott,http://dbpedia.org/resource/Henryk_Iwaniec,/wiki/Henryk_Iwaniec,http://dbpedia.org/resource/Harald_Helfgott,/wiki/Harald_Helfgott,/wiki/Henryk_Iwaniec/wiki/Harald_Helfgott
http://www.wikidata.org/entity/Q543383,/wiki/Marcel_Minnaert,http://www.wikidata.org/entity/Q1133624,/wiki/Kees_de_Jager,/wiki/Marcel_Minnaert/wiki/Kees_de_Jager,http://dbpedia.org/resource/Marcel_Minnaert,/wiki/Marcel_Minnaert,http://dbpedia.org/resource/Kees_de_Jager,/wiki/Kees_de_Jager,/wiki/Marcel_Minnaert/wiki/Kees_de_Jager
http://www.wikidata.org/entity/Q2061471,/wiki/Persi_Diaconis,http://www.wikidata.org/entity/Q67048104,/wiki/Elizabeth_Meckes,/wiki/Persi_Diaconis/wiki/Elizabeth_Meckes,http://dbpedia.org/resource/Persi_Diaconis,/wiki/Persi_Diaconis,http://dbpedia.org/resource/Elizabeth_Meckes,/wiki/Elizabeth_Meckes,/wiki/Persi_Diaconis/wiki/Elizabeth_Meckes
http://www.wikidata.org/entity/Q7352782,/wiki/Robin_Sibson,http://www.wikidata.org/entity/Q5622498,/wiki/Guy_Nason,/wiki/Robin_Sibson/wiki/Guy_Nason,http://dbpedia.org/resource/Robin_Sibson,/wiki/Robin_Sibson,http://dbpedia.org/resource/Guy_Nason,/wiki/Guy_Nason,/wiki/Robin_Sibson/wiki/Guy_Nason
http://www.wikidata.org/entity/Q7365796,/wiki/Ronnie_Bell,http://www.wikidata.org/entity/Q6218465,/wiki/John_Albery,/wiki/Ronnie_Bell/wiki/John_Albery,http://dbpedia.org/resource/Ronnie_Bell,/wiki/Ronnie_Bell,http://dbpedia.org/resource/John_Albery,/wiki/John_Albery,/wiki/Ronnie_Bell/wiki/John_Albery
http://www.wikidata.org/entity/Q1515185,/wiki/Werner_Nahm,http://www.wikidata.org/entity/Q1736765,/wiki/Katrin_Wendland,/wiki/Werner_Nahm/wiki/Katrin_Wendland,http://dbpedia.org/resource/Werner_Nahm,/wiki/Werner_Nahm,http://dbpedia.org/resource/Katrin_Wendland,/wiki/Katrin_Wendland,/wiki/Werner_Nahm/wiki/Katrin_Wendland
http://www.wikidata.org/entity/Q679783,/wiki/Alan_J._Hoffman,http://www.wikidata.org/entity/Q102190875,/wiki/Lennox_Superville,/wiki/Alan_J._Hoffman/wiki/Lennox_Superville,http://dbpedia.org/resource/Alan_J._Hoffman,/wiki/Alan_J._Hoffman,http://dbpedia.org/resource/Lennox_Superville,/wiki/Lennox_Superville,/wiki/Alan_J._Hoffman/wiki/Lennox_Superville
http://www.wikidata.org/entity/Q4772253,/wiki/Anthony_Cheetham,http://www.wikidata.org/entity/Q7381697,/wiki/Russell_E._Morris,/wiki/Anthony_Cheetham/wiki/Russell_E._Morris,http://dbpedia.org/resource/Anthony_Cheetham,/wiki/Anthony_Cheetham,http://dbpedia.org/resource/Russell_E._Morris,/wiki/Russell_E._Morris,/wiki/Anthony_Cheetham/wiki/Russell_E._Morris
http://www.wikidata.org/entity/Q73000,/wiki/Bernd_Sturmfels,http://www.wikidata.org/entity/Q65747601,/wiki/Melody_Chan,/wiki/Bernd_Sturmfels/wiki/Melody_Chan,http://dbpedia.org/resource/Bernd_Sturmfels,/wiki/Bernd_Sturmfels,http://dbpedia.org/resource/Melody_Chan,/wiki/Melody_Chan,/wiki/Bernd_Sturmfels/wiki/Melody_Chan
http://www.wikidata.org/entity/Q57245,/wiki/Ernst_Kummer,http://www.wikidata.org/entity/Q65194,/wiki/Hans_Carl_Friedrich_von_Mangoldt,/wiki/Ernst_Kummer/wiki/Hans_Carl_Friedrich_von_Mangoldt,http://dbpedia.org/resource/Ernst_Kummer,/wiki/Ernst_Kummer,http://dbpedia.org/resource/Hans_Carl_Friedrich_von_Mangoldt,/wiki/Hans_Carl_Friedrich_von_Mangoldt,/wiki/Ernst_Kummer/wiki/Hans_Carl_Friedrich_von_Mangoldt
http://www.wikidata.org/entity/Q5424058,/wiki/F._Thomson_Leighton,http://www.wikidata.org/entity/Q370071,/wiki/Peter_Shor,/wiki/F._Thomson_Leighton/wiki/Peter_Shor,http://dbpedia.org/resource/F._Thomson_Leighton,/wiki/F._Thomson_Leighton,http://dbpedia.org/resource/Peter_Shor,/wiki/Peter_Shor,/wiki/F._Thomson_Leighton/wiki/Peter_Shor
http://www.wikidata.org/entity/Q1356879,/wiki/Howard_P._Robertson,http://www.wikidata.org/entity/Q503360,/wiki/Eugene_Parker,/wiki/Howard_P._Robertson/wiki/Eugene_Parker,http://dbpedia.org/resource/Howard_P._Robertson,/wiki/Howard_P._Robertson,http://dbpedia.org/resource/Eugene_Parker,/wiki/Eugene_Parker,/wiki/Howard_P._Robertson/wiki/Eugene_Parker
http://www.wikidata.org/entity/Q1676282,/wiki/John_Coleman_Moore,http://www.wikidata.org/entity/Q371523,/wiki/Richard_Swan,/wiki/John_Coleman_Moore/wiki/Richard_Swan,http://dbpedia.org/resource/John_Coleman_Moore,/wiki/John_Coleman_Moore,http://dbpedia.org/resource/Richard_Swan,/wiki/Richard_Swan,/wiki/John_Coleman_Moore/wiki/Richard_Swan
http://www.wikidata.org/entity/Q1384983,/wiki/Peter_Sarnak,http://www.wikidata.org/entity/Q1748305,/wiki/Alex_Eskin,/wiki/Peter_Sarnak/wiki/Alex_Eskin,http://dbpedia.org/resource/Peter_Sarnak,/wiki/Peter_Sarnak,http://dbpedia.org/resource/Alex_Eskin,/wiki/Alex_Eskin,/wiki/Peter_Sarnak/wiki/Alex_Eskin
http://www.wikidata.org/entity/Q15918765,/wiki/Stanford_S._Penner,http://www.wikidata.org/entity/Q29453155,/wiki/Forman_A._Williams,/wiki/Stanford_S._Penner/wiki/Forman_A._Williams,http://dbpedia.org/resource/Stanford_S._Penner,/wiki/Stanford_S._Penner,http://dbpedia.org/resource/Forman_A._Williams,/wiki/Forman_A._Williams,/wiki/Stanford_S._Penner/wiki/Forman_A._Williams
http://www.wikidata.org/entity/Q162824,/wiki/Alexander_Volberg,http://www.wikidata.org/entity/Q1576014,/wiki/Stefanie_Petermichl,/wiki/Alexander_Volberg/wiki/Stefanie_Petermichl,http://dbpedia.org/resource/Alexander_Volberg,/wiki/Alexander_Volberg,http://dbpedia.org/resource/Stefanie_Petermichl,/wiki/Stefanie_Petermichl,/wiki/Alexander_Volberg/wiki/Stefanie_Petermichl
http://www.wikidata.org/entity/Q15807274,/wiki/Edgar_H._Brown,http://www.wikidata.org/entity/Q16120971,/wiki/Terence_Gaffney,/wiki/Edgar_H._Brown/wiki/Terence_Gaffney,http://dbpedia.org/resource/Edgar_H._Brown,/wiki/Edgar_H._Brown,http://dbpedia.org/resource/Terence_Gaffney,/wiki/Terence_Gaffney,/wiki/Edgar_H._Brown/wiki/Terence_Gaffney
http://www.wikidata.org/entity/Q891058,/wiki/Leonard_Eugene_Dickson,http://www.wikidata.org/entity/Q102150200,/wiki/Frances_Ellen_Baker,/wiki/Leonard_Eugene_Dickson/wiki/Frances_Ellen_Baker,http://dbpedia.org/resource/Leonard_Eugene_Dickson,/wiki/Leonard_Eugene_Dickson,http://dbpedia.org/resource/Frances_Ellen_Baker,/wiki/Frances_Ellen_Baker,/wiki/Leonard_Eugene_Dickson/wiki/Frances_Ellen_Baker
http://www.wikidata.org/entity/Q2268975,/wiki/Vincenzo_Brunacci,http://www.wikidata.org/entity/Q3619833,/wiki/Antonio_Maria_Bordoni,/wiki/Vincenzo_Brunacci/wiki/Antonio_Maria_Bordoni,http://dbpedia.org/resource/Vincenzo_Brunacci,/wiki/Vincenzo_Brunacci,http://dbpedia.org/resource/Antonio_Maria_Bordoni,/wiki/Antonio_Maria_Bordoni,/wiki/Vincenzo_Brunacci/wiki/Antonio_Maria_Bordoni
http://www.wikidata.org/entity/Q186497,/wiki/Willis_Lamb,http://www.wikidata.org/entity/Q1901962,/wiki/Marlan_Scully,/wiki/Willis_Lamb/wiki/Marlan_Scully,http://dbpedia.org/resource/Willis_Lamb,/wiki/Willis_Lamb,http://dbpedia.org/resource/Marlan_Scully,/wiki/Marlan_Scully,/wiki/Willis_Lamb/wiki/Marlan_Scully
http://www.wikidata.org/entity/Q127944,/wiki/Arthur_Compton,http://www.wikidata.org/entity/Q7349506,/wiki/Robert_S._Shankland,/wiki/Arthur_Compton/wiki/Robert_S._Shankland,http://dbpedia.org/resource/Arthur_Compton,/wiki/Arthur_Compton,http://dbpedia.org/resource/Robert_S._Shankland,/wiki/Robert_S._Shankland,/wiki/Arthur_Compton/wiki/Robert_S._Shankland
http://www.wikidata.org/entity/Q1298830,/wiki/Egon_Pearson,http://www.wikidata.org/entity/Q957661,/wiki/George_E._P._Box,/wiki/Egon_Pearson/wiki/George_E._P._Box,http://dbpedia.org/resource/Egon_Pearson,/wiki/Egon_Pearson,http://dbpedia.org/resource/George_E._P._Box,/wiki/George_E._P._Box,/wiki/Egon_Pearson/wiki/George_E._P._Box
http://www.wikidata.org/entity/Q332905,/wiki/J._Barkley_Rosser,http://www.wikidata.org/entity/Q16090778,/wiki/George_E._Collins,/wiki/J._Barkley_Rosser/wiki/George_E._Collins,http://dbpedia.org/resource/J._Barkley_Rosser,/wiki/J._Barkley_Rosser,http://dbpedia.org/resource/George_E._Collins,/wiki/George_E._Collins,/wiki/J._Barkley_Rosser/wiki/George_E._Collins
http://www.wikidata.org/entity/Q1676282,/wiki/John_Coleman_Moore,http://www.wikidata.org/entity/Q1680242,/wiki/Jim_Stasheff,/wiki/John_Coleman_Moore/wiki/Jim_Stasheff,http://dbpedia.org/resource/John_Coleman_Moore,/wiki/John_Coleman_Moore,http://dbpedia.org/resource/Jim_Stasheff,/wiki/Jim_Stasheff,/wiki/John_Coleman_Moore/wiki/Jim_Stasheff
http://www.wikidata.org/entity/Q333000,/wiki/Kazuya_Kato,http://www.wikidata.org/entity/Q11500619,/wiki/Takeshi_Saito_(mathematician),/wiki/Kazuya_Kato/wiki/Takeshi_Saito_(mathematician),http://dbpedia.org/resource/Kazuya_Kato,/wiki/Kazuya_Kato,http://dbpedia.org/resource/Takeshi_Saito_(mathematician),/wiki/Takeshi_Saito_(mathematician),/wiki/Kazuya_Kato/wiki/Takeshi_Saito_(mathematician)
http://www.wikidata.org/entity/Q208356,/wiki/Michael_Atiyah,http://www.wikidata.org/entity/Q916607,/wiki/Nigel_Hitchin,/wiki/Michael_Atiyah/wiki/Nigel_Hitchin,http://dbpedia.org/resource/Michael_Atiyah,/wiki/Michael_Atiyah,http://dbpedia.org/resource/Nigel_Hitchin,/wiki/Nigel_Hitchin,/wiki/Michael_Atiyah/wiki/Nigel_Hitchin
http://www.wikidata.org/entity/Q712042,/wiki/Arthur_Wightman,http://www.wikidata.org/entity/Q1279110,/wiki/Silvan_S._Schweber,/wiki/Arthur_Wightman/wiki/Silvan_S._Schweber,http://dbpedia.org/resource/Arthur_Wightman,/wiki/Arthur_Wightman,http://dbpedia.org/resource/Silvan_S._Schweber,/wiki/Silvan_S._Schweber,/wiki/Arthur_Wightman/wiki/Silvan_S._Schweber
http://www.wikidata.org/entity/Q4358527,/wiki/C._S._Seshadri,http://www.wikidata.org/entity/Q37189048,/wiki/V._Lakshmibai,/wiki/C._S._Seshadri/wiki/V._Lakshmibai,http://dbpedia.org/resource/C._S._Seshadri,/wiki/C._S._Seshadri,http://dbpedia.org/resource/V._Lakshmibai,/wiki/V._Lakshmibai,/wiki/C._S._Seshadri/wiki/V._Lakshmibai
http://www.wikidata.org/entity/Q85660,/wiki/Erich_Kamke,http://www.wikidata.org/entity/Q96666,/wiki/Harro_Heuser,/wiki/Erich_Kamke/wiki/Harro_Heuser,http://dbpedia.org/resource/Erich_Kamke,/wiki/Erich_Kamke,http://dbpedia.org/resource/Harro_Heuser,/wiki/Harro_Heuser,/wiki/Erich_Kamke/wiki/Harro_Heuser
http://www.wikidata.org/entity/Q372466,/wiki/J._W._S._Cassels,http://www.wikidata.org/entity/Q950911,/wiki/Bryan_John_Birch,/wiki/J._W._S._Cassels/wiki/Bryan_John_Birch,http://dbpedia.org/resource/J._W._S._Cassels,/wiki/J._W._S._Cassels,http://dbpedia.org/resource/Bryan_John_Birch,/wiki/Bryan_John_Birch,/wiki/J._W._S._Cassels/wiki/Bryan_John_Birch
http://www.wikidata.org/entity/Q92739,/wiki/John_McCarthy_(computer_scientist),http://www.wikidata.org/entity/Q92820,/wiki/Raj_Reddy,/wiki/John_McCarthy_(computer_scientist)/wiki/Raj_Reddy,http://dbpedia.org/resource/John_McCarthy_(computer_scientist),/wiki/John_McCarthy_(computer_scientist),http://dbpedia.org/resource/Raj_Reddy,/wiki/Raj_Reddy,/wiki/John_McCarthy_(computer_scientist)/wiki/Raj_Reddy
http://www.wikidata.org/entity/Q57103,/wiki/Karl_Weierstrass,http://www.wikidata.org/entity/Q57564,/wiki/Carl_Runge,/wiki/Karl_Weierstrass/wiki/Carl_Runge,http://dbpedia.org/resource/Karl_Weierstrass,/wiki/Karl_Weierstrass,http://dbpedia.org/resource/Carl_Runge,/wiki/Carl_Runge,/wiki/Karl_Weierstrass/wiki/Carl_Runge
http://www.wikidata.org/entity/Q1927214,/wiki/Michael_D._Fayer,http://www.wikidata.org/entity/Q30069775,/wiki/Keith_A._Nelson,/wiki/Michael_D._Fayer/wiki/Keith_A._Nelson,http://dbpedia.org/resource/Michael_D._Fayer,/wiki/Michael_D._Fayer,http://dbpedia.org/resource/Keith_A._Nelson,/wiki/Keith_A._Nelson,/wiki/Michael_D._Fayer/wiki/Keith_A._Nelson
http://www.wikidata.org/entity/Q216809,/wiki/Paul_Cohen,http://www.wikidata.org/entity/Q1384983,/wiki/Peter_Sarnak,/wiki/Paul_Cohen/wiki/Peter_Sarnak,http://dbpedia.org/resource/Paul_Cohen,/wiki/Paul_Cohen,http://dbpedia.org/resource/Peter_Sarnak,/wiki/Peter_Sarnak,/wiki/Paul_Cohen/wiki/Peter_Sarnak
http://www.wikidata.org/entity/Q1377224,/wiki/Philip_Burton_Moon,http://www.wikidata.org/entity/Q7049827,/wiki/Noor_Muhammad_Butt,/wiki/Philip_Burton_Moon/wiki/Noor_Muhammad_Butt,http://dbpedia.org/resource/Philip_Burton_Moon,/wiki/Philip_Burton_Moon,http://dbpedia.org/resource/Noor_Muhammad_Butt,/wiki/Noor_Muhammad_Butt,/wiki/Philip_Burton_Moon/wiki/Noor_Muhammad_Butt
http://www.wikidata.org/entity/Q215967,/wiki/Salomon_Bochner,http://www.wikidata.org/entity/Q15995125,/wiki/Carl_S._Herz,/wiki/Salomon_Bochner/wiki/Carl_S._Herz,http://dbpedia.org/resource/Salomon_Bochner,/wiki/Salomon_Bochner,http://dbpedia.org/resource/Carl_S._Herz,/wiki/Carl_S._Herz,/wiki/Salomon_Bochner/wiki/Carl_S._Herz
http://www.wikidata.org/entity/Q333975,/wiki/Sergei_Novikov_(mathematician),http://www.wikidata.org/entity/Q4152755,/wiki/Sabir_Gusein-Zade,/wiki/Sergei_Novikov_(mathematician)/wiki/Sabir_Gusein-Zade,http://dbpedia.org/resource/Sergei_Novikov_(mathematician),/wiki/Sergei_Novikov_(mathematician),http://dbpedia.org/resource/Sabir_Gusein-Zade,/wiki/Sabir_Gusein-Zade,/wiki/Sergei_Novikov_(mathematician)/wiki/Sabir_Gusein-Zade
http://www.wikidata.org/entity/Q217486,/wiki/Walter_Gilbert,http://www.wikidata.org/entity/Q1509906,/wiki/Gerald_Guralnik,/wiki/Walter_Gilbert/wiki/Gerald_Guralnik,http://dbpedia.org/resource/Walter_Gilbert,/wiki/Walter_Gilbert,http://dbpedia.org/resource/Gerald_Guralnik,/wiki/Gerald_Guralnik,/wiki/Walter_Gilbert/wiki/Gerald_Guralnik
http://www.wikidata.org/entity/Q116960,/wiki/Albert_Eschenmoser,http://www.wikidata.org/entity/Q15783334,/wiki/Andreas_Pfaltz,/wiki/Albert_Eschenmoser/wiki/Andreas_Pfaltz,http://dbpedia.org/resource/Albert_Eschenmoser,/wiki/Albert_Eschenmoser,http://dbpedia.org/resource/Andreas_Pfaltz,/wiki/Andreas_Pfaltz,/wiki/Albert_Eschenmoser/wiki/Andreas_Pfaltz
http://www.wikidata.org/entity/Q1607032,/wiki/Henry_McKean,http://www.wikidata.org/entity/Q36883343,/wiki/Richard_S._Ellis,/wiki/Henry_McKean/wiki/Richard_S._Ellis,http://dbpedia.org/resource/Henry_McKean,/wiki/Henry_McKean,http://dbpedia.org/resource/Richard_S._Ellis,/wiki/Richard_S._Ellis,/wiki/Henry_McKean/wiki/Richard_S._Ellis
http://www.wikidata.org/entity/Q102132844,/wiki/Ilie_Popa_(mathematician),http://www.wikidata.org/entity/Q12725484,/wiki/Constantin_Corduneanu,/wiki/Ilie_Popa_(mathematician)/wiki/Constantin_Corduneanu,http://dbpedia.org/resource/Ilie_Popa_(mathematician),/wiki/Ilie_Popa_(mathematician),http://dbpedia.org/resource/Constantin_Corduneanu,/wiki/Constantin_Corduneanu,/wiki/Ilie_Popa_(mathematician)/wiki/Constantin_Corduneanu
http://www.wikidata.org/entity/Q381347,/wiki/Irving_Segal,http://www.wikidata.org/entity/Q6531843,/wiki/Lester_Dubins,/wiki/Irving_Segal/wiki/Lester_Dubins,http://dbpedia.org/resource/Irving_Segal,/wiki/Irving_Segal,http://dbpedia.org/resource/Lester_Dubins,/wiki/Lester_Dubins,/wiki/Irving_Segal/wiki/Lester_Dubins
http://www.wikidata.org/entity/Q92951,/wiki/Jacob_T._Schwartz,http://www.wikidata.org/entity/Q7346486,/wiki/Robert_Kupperman,/wiki/Jacob_T._Schwartz/wiki/Robert_Kupperman,http://dbpedia.org/resource/Jacob_T._Schwartz,/wiki/Jacob_T._Schwartz,http://dbpedia.org/resource/Robert_Kupperman,/wiki/Robert_Kupperman,/wiki/Jacob_T._Schwartz/wiki/Robert_Kupperman
http://www.wikidata.org/entity/Q331423,/wiki/James_Bjorken,http://www.wikidata.org/entity/Q450304,/wiki/Helen_Quinn,/wiki/James_Bjorken/wiki/Helen_Quinn,http://dbpedia.org/resource/James_Bjorken,/wiki/James_Bjorken,http://dbpedia.org/resource/Helen_Quinn,/wiki/Helen_Quinn,/wiki/James_Bjorken/wiki/Helen_Quinn
http://www.wikidata.org/entity/Q15989759,/wiki/Marcus_Feldman,http://www.wikidata.org/entity/Q47168455,/wiki/Magnus_Nordborg,/wiki/Marcus_Feldman/wiki/Magnus_Nordborg,http://dbpedia.org/resource/Marcus_Feldman,/wiki/Marcus_Feldman,http://dbpedia.org/resource/Magnus_Nordborg,/wiki/Magnus_Nordborg,/wiki/Marcus_Feldman/wiki/Magnus_Nordborg
http://www.wikidata.org/entity/Q124236,/wiki/Paul_Scherrer,http://www.wikidata.org/entity/Q1403363,/wiki/Felix_Boehm,/wiki/Paul_Scherrer/wiki/Felix_Boehm,http://dbpedia.org/resource/Paul_Scherrer,/wiki/Paul_Scherrer,http://dbpedia.org/resource/Felix_Boehm,/wiki/Felix_Boehm,/wiki/Paul_Scherrer/wiki/Felix_Boehm
http://www.wikidata.org/entity/Q354095,/wiki/Per_Enflo,http://www.wikidata.org/entity/Q65115183,/wiki/Bruce_Reznick,/wiki/Per_Enflo/wiki/Bruce_Reznick,http://dbpedia.org/resource/Per_Enflo,/wiki/Per_Enflo,http://dbpedia.org/resource/Bruce_Reznick,/wiki/Bruce_Reznick,/wiki/Per_Enflo/wiki/Bruce_Reznick
http://www.wikidata.org/entity/Q2150196,/wiki/Richard_Burt_Melrose,http://www.wikidata.org/entity/Q4027104,/wiki/Maciej_Zworski,/wiki/Richard_Burt_Melrose/wiki/Maciej_Zworski,http://dbpedia.org/resource/Richard_Burt_Melrose,/wiki/Richard_Burt_Melrose,http://dbpedia.org/resource/Maciej_Zworski,/wiki/Maciej_Zworski,/wiki/Richard_Burt_Melrose/wiki/Maciej_Zworski
http://www.wikidata.org/entity/Q770329,/wiki/Augustus_Edward_Hough_Love,http://www.wikidata.org/entity/Q184337,/wiki/G._H._Hardy,/wiki/Augustus_Edward_Hough_Love/wiki/G._H._Hardy,http://dbpedia.org/resource/Augustus_Edward_Hough_Love,/wiki/Augustus_Edward_Hough_Love,http://dbpedia.org/resource/G._H._Hardy,/wiki/G._H._Hardy,/wiki/Augustus_Edward_Hough_Love/wiki/G._H._Hardy
http://www.wikidata.org/entity/Q463581,/wiki/Brian_Cox_(physicist),http://www.wikidata.org/entity/Q53576257,/wiki/Tamsin_Edwards,/wiki/Brian_Cox_(physicist)/wiki/Tamsin_Edwards,http://dbpedia.org/resource/Brian_Cox_(physicist),/wiki/Brian_Cox_(physicist),http://dbpedia.org/resource/Tamsin_Edwards,/wiki/Tamsin_Edwards,/wiki/Brian_Cox_(physicist)/wiki/Tamsin_Edwards
http://www.wikidata.org/entity/Q5277478,/wiki/Dimitri_Bertsekas,http://www.wikidata.org/entity/Q11105290,/wiki/Paul_Tseng,/wiki/Dimitri_Bertsekas/wiki/Paul_Tseng,http://dbpedia.org/resource/Dimitri_Bertsekas,/wiki/Dimitri_Bertsekas,http://dbpedia.org/resource/Paul_Tseng,/wiki/Paul_Tseng,/wiki/Dimitri_Bertsekas/wiki/Paul_Tseng
http://www.wikidata.org/entity/Q77203,/wiki/Ferdinand_von_Lindemann,http://www.wikidata.org/entity/Q41585,/wiki/David_Hilbert,/wiki/Ferdinand_von_Lindemann/wiki/David_Hilbert,http://dbpedia.org/resource/Ferdinand_von_Lindemann,/wiki/Ferdinand_von_Lindemann,http://dbpedia.org/resource/David_Hilbert,/wiki/David_Hilbert,/wiki/Ferdinand_von_Lindemann/wiki/David_Hilbert
http://www.wikidata.org/entity/Q89050,/wiki/Friedrich_Otto_Rudolf_Sturm,http://www.wikidata.org/entity/Q61763,/wiki/Otto_Toeplitz,/wiki/Friedrich_Otto_Rudolf_Sturm/wiki/Otto_Toeplitz,http://dbpedia.org/resource/Friedrich_Otto_Rudolf_Sturm,/wiki/Friedrich_Otto_Rudolf_Sturm,http://dbpedia.org/resource/Otto_Toeplitz,/wiki/Otto_Toeplitz,/wiki/Friedrich_Otto_Rudolf_Sturm/wiki/Otto_Toeplitz
http://www.wikidata.org/entity/Q548184,/wiki/Gregorio_Ricci-Curbastro,http://www.wikidata.org/entity/Q353438,/wiki/Tullio_Levi-Civita,/wiki/Gregorio_Ricci-Curbastro/wiki/Tullio_Levi-Civita,http://dbpedia.org/resource/Gregorio_Ricci-Curbastro,/wiki/Gregorio_Ricci-Curbastro,http://dbpedia.org/resource/Tullio_Levi-Civita,/wiki/Tullio_Levi-Civita,/wiki/Gregorio_Ricci-Curbastro/wiki/Tullio_Levi-Civita
http://www.wikidata.org/entity/Q16581,/wiki/Josef_Stefan,http://www.wikidata.org/entity/Q93496,/wiki/Johann_Josef_Loschmidt,/wiki/Josef_Stefan/wiki/Johann_Josef_Loschmidt,http://dbpedia.org/resource/Josef_Stefan,/wiki/Josef_Stefan,http://dbpedia.org/resource/Johann_Josef_Loschmidt,/wiki/Johann_Josef_Loschmidt,/wiki/Josef_Stefan/wiki/Johann_Josef_Loschmidt
http://www.wikidata.org/entity/Q736380,/wiki/Mark_Kac,http://www.wikidata.org/entity/Q635373,/wiki/Harry_Kesten,/wiki/Mark_Kac/wiki/Harry_Kesten,http://dbpedia.org/resource/Mark_Kac,/wiki/Mark_Kac,http://dbpedia.org/resource/Harry_Kesten,/wiki/Harry_Kesten,/wiki/Mark_Kac/wiki/Harry_Kesten
http://www.wikidata.org/entity/Q379219,/wiki/Pierre_Varignon,http://www.wikidata.org/entity/Q315037,/wiki/Jacques_Cassini,/wiki/Pierre_Varignon/wiki/Jacques_Cassini,http://dbpedia.org/resource/Pierre_Varignon,/wiki/Pierre_Varignon,http://dbpedia.org/resource/Jacques_Cassini,/wiki/Jacques_Cassini,/wiki/Pierre_Varignon/wiki/Jacques_Cassini
http://www.wikidata.org/entity/Q900837,/wiki/Richard_Zare,http://www.wikidata.org/entity/Q50137370,/wiki/Stacey_Bent,/wiki/Richard_Zare/wiki/Stacey_Bent,http://dbpedia.org/resource/Richard_Zare,/wiki/Richard_Zare,http://dbpedia.org/resource/Stacey_Bent,/wiki/Stacey_Bent,/wiki/Richard_Zare/wiki/Stacey_Bent
http://www.wikidata.org/entity/Q334039,/wiki/Simon_Donaldson,http://www.wikidata.org/entity/Q102213287,/wiki/Oscar_Garcia_Prada,/wiki/Simon_Donaldson/wiki/Oscar_Garcia_Prada,http://dbpedia.org/resource/Simon_Donaldson,/wiki/Simon_Donaldson,http://dbpedia.org/resource/Oscar_Garcia_Prada,/wiki/Oscar_Garcia_Prada,/wiki/Simon_Donaldson/wiki/Oscar_Garcia_Prada
http://www.wikidata.org/entity/Q371942,/wiki/Solomon_Lefschetz,http://www.wikidata.org/entity/Q1398992,/wiki/Felix_Browder,/wiki/Solomon_Lefschetz/wiki/Felix_Browder,http://dbpedia.org/resource/Solomon_Lefschetz,/wiki/Solomon_Lefschetz,http://dbpedia.org/resource/Felix_Browder,/wiki/Felix_Browder,/wiki/Solomon_Lefschetz/wiki/Felix_Browder
http://www.wikidata.org/entity/Q115650,/wiki/Vladimir_Smirnov_(mathematician),http://www.wikidata.org/entity/Q324680,/wiki/Solomon_Mikhlin,/wiki/Vladimir_Smirnov_(mathematician)/wiki/Solomon_Mikhlin,http://dbpedia.org/resource/Vladimir_Smirnov_(mathematician),/wiki/Vladimir_Smirnov_(mathematician),http://dbpedia.org/resource/Solomon_Mikhlin,/wiki/Solomon_Mikhlin,/wiki/Vladimir_Smirnov_(mathematician)/wiki/Solomon_Mikhlin
